source	target	type	effect	arrow	relation_id	kegg_id_source	genesymbol_source	uniprot_source	kegg_id_target	genesymbol_target	uniprot_target	pathway_name
2819	203	89	PPrel	binding/association	---	hsa04530:42	hsa:1080	CFTR	P13569	hsa:7082	TJP1	Q07157	Tight junction
2820	203	94	PPrel	binding/association	---	hsa04530:43	hsa:1080	CFTR	P13569	hsa:9368	SLC9A3R1	O14745	Tight junction
2821	94	96	PPrel	binding/association	---	hsa04530:44	hsa:9368	SLC9A3R1	O14745	hsa:4478 hsa:5962 hsa:7430	MSN	P26038	Tight junction
2822	96	95	PPrel	binding/association	---	hsa04530:45	hsa:4478 hsa:5962 hsa:7430	MSN	P26038	hsa:60 hsa:71	ACTB	P60709	Tight junction
2823	74	75	PPrel	binding/association	---	hsa04530:46	hsa:100506658	OCLN	Q16625	hsa:7082	TJP1	Q07157	Tight junction
2824	22	23	PPrel	binding/association	---	hsa04530:47	hsa:100506658	OCLN	Q16625	hsa:7082	TJP1	Q07157	Tight junction
2825	115	23	PPrel	binding/association	---	hsa04530:48	hsa:100132463 hsa:100288814 hsa:10686 hsa:1364 hsa:1365 hsa:1366 hsa:137075 hsa:149461 hsa:23562 hsa:24146 hsa:26285 hsa:49861 hsa:5010 hsa:51208 hsa:53842 hsa:644672 hsa:7122 hsa:9071 hsa:9073 hsa:9074 hsa:9075 hsa:9076 hsa:9080	CLDN24	A6NM45	hsa:7082	TJP1	Q07157	Tight junction
2826	115	207	PPrel	binding/association	---	hsa04530:49	hsa:100132463 hsa:100288814 hsa:10686 hsa:1364 hsa:1365 hsa:1366 hsa:137075 hsa:149461 hsa:23562 hsa:24146 hsa:26285 hsa:49861 hsa:5010 hsa:51208 hsa:53842 hsa:644672 hsa:7122 hsa:9071 hsa:9073 hsa:9074 hsa:9075 hsa:9076 hsa:9080	CLDN24	A6NM45	hsa:56288	PARD3	Q8TEW0	Tight junction
2827	115	207	PPrel	binding/association	---	hsa04530:49	hsa:100132463 hsa:100288814 hsa:10686 hsa:1364 hsa:1365 hsa:1366 hsa:137075 hsa:149461 hsa:23562 hsa:24146 hsa:26285 hsa:49861 hsa:5010 hsa:51208 hsa:53842 hsa:644672 hsa:7122 hsa:9071 hsa:9073 hsa:9074 hsa:9075 hsa:9076 hsa:9080	CLDN24	A6NM45	hsa:56288	ASIP	P42127	Tight junction
2828	23	221	PPrel	binding/association	---	hsa04530:50	hsa:7082	TJP1	Q07157	hsa:2017 hsa:3059	CTTN	Q14247	Tight junction
2829	23	73	PPrel	binding/association	---	hsa04530:51	hsa:7082	TJP1	Q07157	hsa:7408	VASP	P50552	Tight junction
2830	23	16	PPrel	binding/association	---	hsa04530:52	hsa:7082	TJP1	Q07157	hsa:57530	CGN	Q9P2M7	Tight junction
2831	221	222	PPrel	binding/association	---	hsa04530:53	hsa:2017 hsa:3059	CTTN	Q14247	hsa:10092 hsa:10093 hsa:10094 hsa:10095 hsa:10096 hsa:10097 hsa:10109 hsa:10552 hsa:57180 hsa:653857 hsa:81873	ARPC5	O15511	Tight junction
2832	221	223	PPrel	binding/association	---	hsa04530:54	hsa:2017 hsa:3059	CTTN	Q14247	hsa:60 hsa:71	ACTB	P60709	Tight junction
2833	221	226	PPrel	binding/association	---	hsa04530:55	hsa:2017 hsa:3059	CTTN	Q14247	hsa:123720 hsa:7454	WHAMM	Q8TF30	Tight junction
2834	16	27	PPrel	binding/association	---	hsa04530:57	hsa:57530	CGN	Q9P2M7	hsa:23370	ARHGEF18	Q6ZSZ5	Tight junction
2835	46	47	PPrel	binding/association	---	hsa04530:58	hsa:150084	IGSF5	Q9NSI5	hsa:9223	MAGI1	Q96QZ7	Tight junction
2836	46	47	PPrel	binding/association	---	hsa04530:58	hsa:150084	IGSF5	Q9NSI5	hsa:9223	BAP1	Q92560	Tight junction
2837	47	64	PPrel	binding/association	---	hsa04530:59	hsa:9223	MAGI1	Q96QZ7	hsa:11346	SYNPO	Q8N3V7	Tight junction
2838	47	64	PPrel	binding/association	---	hsa04530:59	hsa:9223	BAP1	Q92560	hsa:11346	SYNPO	Q8N3V7	Tight junction
2839	47	60	PPrel	binding/association	---	hsa04530:60	hsa:9223	MAGI1	Q96QZ7	hsa:81 hsa:87	ACTN4	O43707	Tight junction
2840	47	60	PPrel	binding/association	---	hsa04530:60	hsa:9223	BAP1	Q92560	hsa:81 hsa:87	ACTN4	O43707	Tight junction
2841	62	64	PPrel	binding/association	---	hsa04530:61	hsa:60 hsa:71	ACTB	P60709	hsa:11346	SYNPO	Q8N3V7	Tight junction
2842	62	60	PPrel	binding/association	---	hsa04530:62	hsa:60 hsa:71	ACTB	P60709	hsa:81 hsa:87	ACTN4	O43707	Tight junction
2843	60	66	PPrel	binding/association	---	hsa04530:63	hsa:81 hsa:87	ACTN4	O43707	hsa:79778	MICALL2	Q8IY33	Tight junction
2844	66	229	PPrel	binding/association	---	hsa04530:64	hsa:79778	MICALL2	Q8IY33	hsa:4218 hsa:51762	RAB8A	P61006	Tight junction
2845	66	67	PPrel	binding/association	---	hsa04530:65	hsa:79778	MICALL2	Q8IY33	hsa:5872	RAB13	P51153	Tight junction
2846	48	125	PPrel	binding/association	---	hsa04530:67	hsa:50848	F11R	Q9Y624	hsa:4301	AFDN	P55196	Tight junction
2847	230	125	PPrel	binding/association	---	hsa04530:69	hsa:50848	F11R	Q9Y624	hsa:4301	AFDN	P55196	Tight junction
2848	125	124	PPrel	binding/association	---	hsa04530:70	hsa:4301	AFDN	P55196	hsa:7082 hsa:9414	TJP1	Q07157	Tight junction
2849	124	126	PPrel	binding/association	---	hsa04530:71	hsa:7082 hsa:9414	TJP1	Q07157	hsa:9693	RAPGEF2	Q9Y4G8	Tight junction
2850	109	133	PPrel	binding/association	---	hsa04530:72	hsa:153562	MARVELD2	Q8N4S9	hsa:7082	TJP1	Q07157	Tight junction
2851	109	137	PPrel	binding/association	---	hsa04530:73	hsa:153562	MARVELD2	Q8N4S9	hsa:10376 hsa:112714 hsa:113457 hsa:51807 hsa:7277 hsa:7278 hsa:7846 hsa:79861 hsa:84790	TUBA1B	P68363	Tight junction
2852	133	137	PPrel	binding/association	---	hsa04530:74	hsa:7082	TJP1	Q07157	hsa:10376 hsa:112714 hsa:113457 hsa:51807 hsa:7277 hsa:7278 hsa:7846 hsa:79861 hsa:84790	TUBA1B	P68363	Tight junction
2853	141	143	PPrel	binding/association	---	hsa04530:75	hsa:123720 hsa:7454	WHAMM	Q8TF30	hsa:10092 hsa:10093 hsa:10094 hsa:10095 hsa:10096 hsa:10097 hsa:10109 hsa:10552 hsa:57180 hsa:653857 hsa:81873	ARPC5	O15511	Tight junction
2854	141	145	PPrel	binding/association	---	hsa04530:76	hsa:123720 hsa:7454	WHAMM	Q8TF30	hsa:60 hsa:71	ACTB	P60709	Tight junction
2855	143	145	PPrel	binding/association	---	hsa04530:77	hsa:10092 hsa:10093 hsa:10094 hsa:10095 hsa:10096 hsa:10097 hsa:10109 hsa:10552 hsa:57180 hsa:653857 hsa:81873	ARPC5	O15511	hsa:60 hsa:71	ACTB	P60709	Tight junction
2856	279	7	PPrel	activation	-->	hsa04530:78	hsa:998	CDC42	P60953	hsa:50855 hsa:84552 hsa:84612	PARD6A	Q9NPB6	Tight junction
2857	17	45	PPrel	activation	-->	hsa04530:79	hsa:7074	TIAM1	Q13009	hsa:5879	RAC1	P63000	Tight junction
2858	159	158	PPrel	activation	-->	hsa04530:80	hsa:9181	ARHGEF2	Q92974	hsa:387	RHOA	P61586	Tight junction
2859	158	195	PPrel	activation	-->	hsa04530:81	hsa:387	RHOA	P61586	hsa:2626	GATA4	P43694	Tight junction
2860	166	195	PPrel	activation	-->	hsa04530:82	hsa:57530	CGN	Q9P2M7	hsa:2626	GATA4	P43694	Tight junction
2861	81	80	PPrel	activation	-->	hsa04530:83	hsa:4217	MAP3K5	Q99683	hsa:5609	MAP2K7	O14733	Tight junction
2862	80	82	PPrel	activation	-->	hsa04530:84	hsa:5609	MAP2K7	O14733	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	Tight junction
2863	82	77	PPrel	activation	-->	hsa04530:85	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	hsa:6714	SRC	P12931	Tight junction
2864	34	27	PPrel	activation	-->	hsa04530:87	hsa:54566	EPB41L4B	Q9H329	hsa:23370	ARHGEF18	Q6ZSZ5	Tight junction
2865	27	29	PPrel	activation	-->	hsa04530:88	hsa:23370	ARHGEF18	Q6ZSZ5	hsa:387	RHOA	P61586	Tight junction
2866	29	30	PPrel	activation	-->	hsa04530:89	hsa:387	RHOA	P61586	hsa:6093 hsa:9475	ROCK1	Q13464	Tight junction
2867	30	31	PPrel	activation	-->	hsa04530:90	hsa:6093 hsa:9475	ROCK1	Q13464	hsa:4633	MYL2	P10916	Tight junction
2868	204	26	PPrel	activation	-->	hsa04530:91	hsa:56288	PARD3	Q8TEW0	hsa:10207	PATJ	Q8NI35	Tight junction
2869	204	26	PPrel	activation	-->	hsa04530:91	hsa:56288	ASIP	P42127	hsa:10207	PATJ	Q8NI35	Tight junction
2870	121	263	PPrel	activation	-->	hsa04530:92	hsa:4633	MYL2	P10916	hsa:103910 hsa:10398 hsa:10627 hsa:140465 hsa:4627 hsa:4628 hsa:4629 hsa:4637 hsa:79784	MYL12B	O14950	Tight junction
2871	50	52	PPrel	activation	-->	hsa04530:93	hsa:51735	RAPGEF6	Q8TEU7	hsa:5906	RAP1A	P62834	Tight junction
2872	126	127	PPrel	activation	-->	hsa04530:94	hsa:9693	RAPGEF2	Q9Y4G8	hsa:57826	RAP2C	Q9Y3L5	Tight junction
2873	129	267	PPrel	activation	-->	hsa04530:95	hsa:387	RHOA	P61586	hsa:6093 hsa:9475	ROCK1	Q13464	Tight junction
2874	267	268	PPrel	activation	-->	hsa04530:96	hsa:6093 hsa:9475	ROCK1	Q13464	hsa:4633	MYL2	P10916	Tight junction
2875	137	136	PPrel	activation	-->	hsa04530:97	hsa:10376 hsa:112714 hsa:113457 hsa:51807 hsa:7277 hsa:7278 hsa:7846 hsa:79861 hsa:84790	TUBA1B	P68363	hsa:998	CDC42	P60953	Tight junction
2876	136	141	PPrel	activation	-->	hsa04530:98	hsa:998	CDC42	P60953	hsa:123720 hsa:7454	WHAMM	Q8TF30	Tight junction
2877	41	39	PPrel	activation	-->	hsa04530:99	hsa:5584 hsa:5590	PRKCI	P41743	hsa:56288	PARD3	Q8TEW0	Tight junction
2878	41	39	PPrel	activation	-->	hsa04530:99	hsa:5584 hsa:5590	PRKCI	P41743	hsa:56288	ASIP	P42127	Tight junction
2879	41	100	PPrel	activation	-->	hsa04530:100	hsa:5584 hsa:5590	PRKCI	P41743	hsa:3993 hsa:3996	LLGL2	Q6P1M3	Tight junction
2880	111	112	PPrel	activation	-->	hsa04530:101	hsa:4214	MAP3K1	Q13233	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	Tight junction
2881	112	183	PPrel	activation	-->	hsa04530:102	hsa:5599 hsa:5601 hsa:5602	MAPK8	P45983	hsa:3725	JUN	P05412	Tight junction
2882	272	96	PPrel	activation	-->	hsa04530:103	hsa:5581	PRKCE	Q02156	hsa:4478 hsa:5962 hsa:7430	MSN	P26038	Tight junction
2883	77	75	PPrel	activation	-->	hsa04530:104	hsa:6714	SRC	P12931	hsa:7082	TJP1	Q07157	Tight junction
2884	77	74	PPrel	activation	-->	hsa04530:105	hsa:6714	SRC	P12931	hsa:100506658	OCLN	Q16625	Tight junction
2885	69	73	PPrel	activation	-->	hsa04530:106	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:7408	VASP	P50552	Tight junction
2886	116	207	PPrel	activation	-->	hsa04530:107	hsa:5584 hsa:5590	PRKCI	P41743	hsa:56288	PARD3	Q8TEW0	Tight junction
2887	116	207	PPrel	activation	-->	hsa04530:107	hsa:5584 hsa:5590	PRKCI	P41743	hsa:56288	ASIP	P42127	Tight junction
2888	12	119	PPrel	activation	-->	hsa04530:108	hsa:6794	STK11	Q15831	hsa:51422 hsa:53632 hsa:5562 hsa:5563 hsa:5564 hsa:5565 hsa:5571	PRKAG2	Q9UGJ0	Tight junction
2889	289	41	PPrel	inhibition	--|	hsa04530:109	hsa:5515 hsa:5516 hsa:5518 hsa:5519 hsa:5520 hsa:5521 hsa:5522 hsa:55844	PPP2CA	P67775	hsa:5584 hsa:5590	PRKCI	P41743	Tight junction
2890	56	22	PPrel	inhibition	--|	hsa04530:110	hsa:5515 hsa:5516 hsa:5518 hsa:5519 hsa:5520 hsa:5521 hsa:5522 hsa:55844	PPP2CA	P67775	hsa:100506658	OCLN	Q16625	Tight junction
2891	301	297	PPrel	ubiquitination	+u	hsa04530:111	hsa:23327 hsa:4734	NEDD4L	Q96PU5	hsa:1741	DLG3	Q92796	Tight junction
2892	20	9	PPrel	inhibition	--|	hsa04530:114	hsa:55114	ARHGAP17	Q68EM7	hsa:998	CDC42	P60953	Tight junction
2893	39	17	PPrel	inhibition	--|	hsa04530:115	hsa:56288	PARD3	Q8TEW0	hsa:7074	TIAM1	Q13009	Tight junction
2894	39	17	PPrel	inhibition	--|	hsa04530:115	hsa:56288	ASIP	P42127	hsa:7074	TIAM1	Q13009	Tight junction
2895	89	92	PPrel	inhibition	--|	hsa04530:116	hsa:7082	TJP1	Q07157	hsa:8531	YBX3	P16989	Tight junction
2896	275	159	PPrel	inhibition	--|	hsa04530:117	hsa:84952	CGNL1	Q0VF96	hsa:9181	ARHGEF2	Q92974	Tight junction
2897	166	159	PPrel	inhibition	--|	hsa04530:118	hsa:57530	CGN	Q9P2M7	hsa:9181	ARHGEF2	Q92974	Tight junction
2898	68	69	PPrel	inhibition	--|	hsa04530:119	hsa:5872	RAB13	P51153	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	Tight junction
2899	116	34	PPrel	inhibition	--|	hsa04530:120	hsa:5584 hsa:5590	PRKCI	P41743	hsa:54566	EPB41L4B	Q9H329	Tight junction
2900	127	129	PPrel	inhibition	--|	hsa04530:121	hsa:57826	RAP2C	Q9Y3L5	hsa:387	RHOA	P61586	Tight junction
2901	108	111	PPrel	inhibition	--|	hsa04530:122	hsa:91862	MARVELD3	Q96A59	hsa:4214	MAP3K1	Q13233	Tight junction
2902	192	89	PPrel	inhibition	--|	hsa04530:123	hsa:3308	HSPA4	P34932	hsa:7082	TJP1	Q07157	Tight junction
2903	27	26	PPrel	binding/association	---	hsa04530:124	hsa:23370	ARHGEF18	Q6ZSZ5	hsa:10207	PATJ	Q8NI35	Tight junction
2904	116	206	PPrel	binding/association	---	hsa04530:125	hsa:5584 hsa:5590	PRKCI	P41743	hsa:50855 hsa:84552 hsa:84612	PARD6A	Q9NPB6	Tight junction
2905	20	241	PPrel	inhibition	--|	hsa04530:126	hsa:55114	ARHGAP17	Q68EM7	hsa:5879	RAC1	P63000	Tight junction
2906	195	199	GErel	expression	-->	hsa04530:129	hsa:2626	GATA4	P43694	hsa:100132463 hsa:100288814 hsa:10686 hsa:1364 hsa:1365 hsa:1366 hsa:137075 hsa:149461 hsa:23562 hsa:24146 hsa:26285 hsa:49861 hsa:5010 hsa:51208 hsa:53842 hsa:644672 hsa:7122 hsa:9071 hsa:9073 hsa:9074 hsa:9075 hsa:9076 hsa:9080	CLDN24	A6NM45	Tight junction
2907	183	187	GErel	expression	-->	hsa04530:130	hsa:3725	JUN	P05412	hsa:909 hsa:910 hsa:911 hsa:912 hsa:913	CD1A	P06126	Tight junction
2908	119	121	PPrel	activation	-->	hsa04530:134	hsa:51422 hsa:53632 hsa:5562 hsa:5563 hsa:5564 hsa:5565 hsa:5571	PRKAG2	Q9UGJ0	hsa:4633	MYL2	P10916	Tight junction
2909	52	236	PPrel	activation	-->	hsa04530:135	hsa:5906	RAP1A	P62834	hsa:3688	ITGB1	P05556	Tight junction
2910	12	27	PPrel	activation	-->	hsa04530:136	hsa:6794	STK11	Q15831	hsa:23370	ARHGEF18	Q6ZSZ5	Tight junction
2911	116	12	PPrel	activation	-->	hsa04530:137	hsa:5584 hsa:5590	PRKCI	P41743	hsa:6794	STK11	Q15831	Tight junction
2912	125	52	PPrel	binding/association	---	hsa04530:138	hsa:4301	AFDN	P55196	hsa:5906	RAP1A	P62834	Tight junction
2913	48	45	PPrel	compound	22	hsa04540:1	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	Gap junction
2914	67	24	PPrel	compound	21	hsa04540:2	hsa:23236 hsa:5330 hsa:5331 hsa:5332	PLCB1	Q9NQ66	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	Gap junction
2915	67	69	PPrel	compound	19	hsa04540:3	hsa:23236 hsa:5330 hsa:5331 hsa:5332	PLCB1	Q9NQ66	hsa:3708 hsa:3709 hsa:3710	ITPR1	Q14643	Gap junction
2916	69	24	PPrel	compound	18	hsa04540:4	hsa:3708 hsa:3709 hsa:3710	ITPR1	Q14643	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	Gap junction
2917	52	41	PPrel	compound	20	hsa04540:5	hsa:2977 hsa:2982 hsa:2983	GUCY1A2	P33402	hsa:5592 hsa:5593	PRKG1	Q13976	Gap junction
2918	44	28	PPrel	activation	-->	hsa04540:13	hsa:1902	LPAR1	Q92633	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	Gap junction
2919	44	28	PPrel	activation	-->	hsa04540:13	hsa:1902	GPR26	Q8NDV2	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	Gap junction
2920	28	56	PPrel	activation	-->	hsa04540:14	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	Gap junction
2921	28	56	PPrel	activation	-->	hsa04540:14	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	hsa:3265 hsa:3845 hsa:4893	KRAS	P01116	Gap junction
2922	56	55	PPrel	activation	-->	hsa04540:15	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	hsa:5894	RAF1	P04049	Gap junction
2923	56	55	PPrel	activation	-->	hsa04540:15	hsa:3265 hsa:3845 hsa:4893	KRAS	P01116	hsa:5894	RAF1	P04049	Gap junction
2924	55	54	PPrel	activation	-->	hsa04540:16	hsa:5894	RAF1	P04049	hsa:5604 hsa:5605	MAP2K1	Q02750	Gap junction
2925	54	53	PPrel	activation	-->	hsa04540:17	hsa:5604 hsa:5605	MAP2K1	Q02750	hsa:5594 hsa:5595	MAPK1	P28482	Gap junction
2926	60	59	PPrel	activation	-->	hsa04540:18	hsa:1950 hsa:5154 hsa:5155 hsa:56034 hsa:80310	EGF	P01133	hsa:1956 hsa:5156 hsa:5159	EGFR	P00533	Gap junction
2927	59	58	PPrel	activation	-->	hsa04540:19	hsa:1956 hsa:5156 hsa:5159	EGFR	P00533	hsa:2885	GRB2	P62993	Gap junction
2928	58	57	PPrel	activation	-->	hsa04540:20	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	SOS1	Q07889	Gap junction
2929	58	57	PPrel	activation	-->	hsa04540:20	hsa:2885	GRB2	P62993	hsa:6654 hsa:6655	HGF	P14210	Gap junction
2930	57	56	PPrel	activation	-->	hsa04540:21	hsa:6654 hsa:6655	SOS1	Q07889	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	Gap junction
2931	57	56	PPrel	activation	-->	hsa04540:21	hsa:6654 hsa:6655	SOS1	Q07889	hsa:3265 hsa:3845 hsa:4893	KRAS	P01116	Gap junction
2932	57	56	PPrel	activation	-->	hsa04540:21	hsa:6654 hsa:6655	HGF	P14210	hsa:3265 hsa:3845 hsa:4893	HRAS	P01112	Gap junction
2933	57	56	PPrel	activation	-->	hsa04540:21	hsa:6654 hsa:6655	HGF	P14210	hsa:3265 hsa:3845 hsa:4893	KRAS	P01116	Gap junction
2934	59	49	PPrel	activation	-->	hsa04540:22	hsa:1956 hsa:5156 hsa:5159	EGFR	P00533	hsa:6714	SRC	P12931	Gap junction
2935	49	39	PPrel	activation	-->	hsa04540:23	hsa:6714	SRC	P12931	hsa:10746	MAP3K2	Q9Y2U5	Gap junction
2936	39	40	PPrel	activation	-->	hsa04540:24	hsa:10746	MAP3K2	Q9Y2U5	hsa:5607	MAP2K5	Q13163	Gap junction
2937	40	38	PPrel	activation	-->	hsa04540:25	hsa:5607	MAP2K5	Q13163	hsa:5598	MAPK7	Q13164	Gap junction
2938	61	62	PPrel	activation	-->	hsa04540:26	hsa:153	ADRB1	P08588	hsa:2778	GNAS	Q5JWF2	Gap junction
2939	61	62	PPrel	activation	-->	hsa04540:26	hsa:153	ADRB1	P08588	hsa:2778	GNAS	O95467	Gap junction
2940	61	62	PPrel	activation	-->	hsa04540:26	hsa:153	ADRB1	P08588	hsa:2778	GNAS	P63092	Gap junction
2941	61	62	PPrel	activation	-->	hsa04540:26	hsa:153	ADRB1	P08588	hsa:2778	GNAS	P84996	Gap junction
2942	68	62	PPrel	activation	-->	hsa04540:27	hsa:1812	DRD1	P21728	hsa:2778	GNAS	Q5JWF2	Gap junction
2943	68	62	PPrel	activation	-->	hsa04540:27	hsa:1812	DRD1	P21728	hsa:2778	GNAS	O95467	Gap junction
2944	68	62	PPrel	activation	-->	hsa04540:27	hsa:1812	DRD1	P21728	hsa:2778	GNAS	P63092	Gap junction
2945	68	62	PPrel	activation	-->	hsa04540:27	hsa:1812	DRD1	P21728	hsa:2778	GNAS	P84996	Gap junction
2946	62	48	PPrel	activation	-->	hsa04540:28	hsa:2778	GNAS	Q5JWF2	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Gap junction
2947	62	48	PPrel	activation	-->	hsa04540:28	hsa:2778	GNAS	O95467	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Gap junction
2948	62	48	PPrel	activation	-->	hsa04540:28	hsa:2778	GNAS	P63092	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Gap junction
2949	62	48	PPrel	activation	-->	hsa04540:28	hsa:2778	GNAS	P84996	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Gap junction
2950	66	64	PPrel	activation	-->	hsa04540:29	hsa:1813	DRD2	P14416	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	Gap junction
2951	42	63	PPrel	activation	-->	hsa04540:30	hsa:3356 hsa:3357 hsa:3358	HTR2A	P28223	hsa:2767 hsa:2776	GNA11	P29992	Gap junction
2952	65	63	PPrel	activation	-->	hsa04540:31	hsa:2911 hsa:2915	GRM1	Q13255	hsa:2767 hsa:2776	GNA11	P29992	Gap junction
2953	63	67	PPrel	activation	-->	hsa04540:32	hsa:2767 hsa:2776	GNA11	P29992	hsa:23236 hsa:5330 hsa:5331 hsa:5332	PLCB1	Q9NQ66	Gap junction
2954	35	51	PPrel	binding/association	---	hsa04540:33	hsa:2697	GJA1	P17302	hsa:2697	GJA1	P17302	Gap junction
2955	33	34	PPrel	binding/association	---	hsa04540:34	hsa:2697	GJA1	P17302	hsa:2697	GJA1	P17302	Gap junction
2956	34	50	PPrel	binding/association	---	hsa04540:35	hsa:2697	GJA1	P17302	hsa:10376 hsa:112714 hsa:113457 hsa:51807 hsa:7277 hsa:7278 hsa:7846 hsa:79861 hsa:84790	TUBA1B	P68363	Gap junction
2957	34	47	PPrel	binding/association	---	hsa04540:36	hsa:2697	GJA1	P17302	hsa:10381 hsa:10382 hsa:10383 hsa:203068 hsa:347688 hsa:347733 hsa:7280 hsa:81027 hsa:84617	TUBB3	Q13509	Gap junction
2958	30	32	PPrel	binding/association	---	hsa04540:37	hsa:2697 hsa:57369	GJA1	P17302	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2959	31	32	PPrel	binding/association	---	hsa04540:38	hsa:2697 hsa:57369	GJA1	P17302	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2960	29	31	PPrel	binding/association	---	hsa04540:39	hsa:2697 hsa:57369	GJA1	P17302	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2961	29	30	PPrel	binding/association	---	hsa04540:40	hsa:2697 hsa:57369	GJA1	P17302	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2962	23	33	PPrel	activation	-->	hsa04540:41	hsa:1453	CSNK1D	P48730	hsa:2697	GJA1	P17302	Gap junction
2963	64	48	PPrel	inhibition	--|	hsa04540:42	hsa:2770 hsa:2771 hsa:2773	GNAI1	P63096	hsa:107 hsa:108 hsa:109 hsa:111 hsa:112 hsa:113 hsa:114 hsa:115 hsa:196883	ADCY1	Q08828	Gap junction
2964	41	29	PPrel	indirect effect	..>	hsa04540:43	hsa:5592 hsa:5593	PRKG1	Q13976	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2965	24	29	PPrel	indirect effect	..>	hsa04540:44	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2966	45	29	PPrel	indirect effect	..>	hsa04540:45	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2967	29	46	PPrel	binding/association	---	hsa04540:46	hsa:2697 hsa:57369	GJA1	P17302	hsa:7082	TJP1	Q07157	Gap junction
2968	49	31	PPrel	indirect effect	..>	hsa04540:47	hsa:6714	SRC	P12931	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2969	38	31	PPrel	inhibition	--|	hsa04540:48	hsa:5598	MAPK7	Q13164	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2970	53	31	PPrel	inhibition	--|	hsa04540:49	hsa:5594 hsa:5595	MAPK1	P28482	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2971	43	29	PPrel	inhibition	--|	hsa04540:50	hsa:983	CDK1	P06493	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2972	45	31	PPrel	indirect effect	..>	hsa04540:51	hsa:5566 hsa:5567 hsa:5568	PRKACA	P17612	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2973	24	31	PPrel	indirect effect	..>	hsa04540:52	hsa:5578 hsa:5579 hsa:5582	PRKCA	P17252	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2974	41	31	PPrel	indirect effect	..>	hsa04540:53	hsa:5592 hsa:5593	PRKG1	Q13976	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2975	38	29	PPrel	inhibition	--|	hsa04540:54	hsa:5598	MAPK7	Q13164	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2976	53	29	PPrel	inhibition	--|	hsa04540:55	hsa:5594 hsa:5595	MAPK1	P28482	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2977	49	29	PPrel	indirect effect	..>	hsa04540:56	hsa:6714	SRC	P12931	hsa:2697 hsa:57369	GJA1	P17302	Gap junction
2978	38	39	PPrel	activation	-->	hsa04550:1	hsa:3976	LIF	P15018	hsa:3572 hsa:3977	IL6ST	P40189	Signaling pathways regulating pluripotency of stem cells
2979	39	40	PPrel	activation	-->	hsa04550:2	hsa:3572 hsa:3977	IL6ST	P40189	hsa:3716 hsa:3717 hsa:3718	JAK1	P23458	Signaling pathways regulating pluripotency of stem cells
2980	40	41	PPrel	activation	-->	hsa04550:3	hsa:3716 hsa:3717 hsa:3718	JAK1	P23458	hsa:6774	STAT3	P40763	Signaling pathways regulating pluripotency of stem cells
